"","ID","Sex","Partner.ID","Match","Interest.Correlation","Same.Race","Age.of.Partner","Race.of.Partner","Preference.of.Partner.Attract","Preference.of.Partner.Sincerity","Preference.of.Partner.Intelligence","Preference.of.Partner.Fun","Preference.of.Partner.Ambition","Preference.of.Partner.Shared.Interest","Decision.of.Partner","Rating.from.Partner.Attract","Rating.from.Partner.Sincerity","Rating.from.Partner.Intelligence","Rating.from.Partner.Fun","Rating.from.Partner.Ambition","Rating.from.Partner.Shared.Interest","Overall.Like","Assumed.Match.Probability","Met.Before","Age","Field","Race","Importance.Same.Race","Importance.Same.Religion","Origin","Zipcode","Income","Date.Frequency","Go.Out.Frequency","Sports","Art","Gaming","Clubbing","Yoga","Expected.Happiness","Expected.Matches","Attractiveness.1","Sincerity.1","Intelligence.1","Fun.1","Ambition.1","Shared.Interest.1","Attractiveness.2","Sincerity.2","Intelligence.2","Fun.2","Ambition.2","Shared.Interest.2","Attractiveness.3","Sincerity.3","Intelligence.3","Fun.3","Ambition.3","Shared.Interest.3","Attractiveness.4","Sincerity.4","Intelligence.4","Fun.4","Ambition.4","Attractiveness.5","Sincerity.5","Intelligence.5","Fun.5","Ambition.5","Final.Decision","Final.Attractiveness.Rating","Final.Sincerity.Rating"
"1254",89,"Female",105,"No",-0.22,"No",25,"Black/African American",30,15,20,20,0,5,1,7,8,9,6,8,5,7,5,2,27,"Marketing","European/Caucasian American",3,2,"Israel","62,150","",7,3,2,8,8,9,2,5,6,25,15,20,20,20,0,NA,NA,NA,NA,NA,NA,50,10,10,20,5,5,8,9,8,9,10,NA,NA,NA,NA,NA,0,6,9
"1255",89,"Female",106,"No",0.38,"No",22,"Latino/Hispanic American",10,20,35,10,5,20,1,8,8,8,8,10,NA,8,5,2,27,"Marketing","European/Caucasian American",3,2,"Israel","62,150","",7,3,2,8,8,9,2,5,6,25,15,20,20,20,0,NA,NA,NA,NA,NA,NA,50,10,10,20,5,5,8,9,8,9,10,NA,NA,NA,NA,NA,0,8,10
"1256",89,"Female",107,"No",0.58,"Yes",21,"European/Caucasian American",19,24,21,23,5,8,0,8,7,9,6,9,4,7,6,2,27,"Marketing","European/Caucasian American",3,2,"Israel","62,150","",7,3,2,8,8,9,2,5,6,25,15,20,20,20,0,NA,NA,NA,NA,NA,NA,50,10,10,20,5,5,8,9,8,9,10,NA,NA,NA,NA,NA,0,9,9
"1257",89,"Female",108,"No",0.39,"Yes",24,"European/Caucasian American",10,20,35,20,0,15,0,6,5,7,6,6,4,5,3,2,27,"Marketing","European/Caucasian American",3,2,"Israel","62,150","",7,3,2,8,8,9,2,5,6,25,15,20,20,20,0,NA,NA,NA,NA,NA,NA,50,10,10,20,5,5,8,9,8,9,10,NA,NA,NA,NA,NA,0,9,9
"1258",89,"Female",109,"No",0.58,"No",25,"Asian/Pacific Islander/Asian-American",15,10,30,10,5,30,0,8,10,8,6,8,3,5,5,2,27,"Marketing","European/Caucasian American",3,2,"Israel","62,150","",7,3,2,8,8,9,2,5,6,25,15,20,20,20,0,NA,NA,NA,NA,NA,NA,50,10,10,20,5,5,8,9,8,9,10,NA,NA,NA,NA,NA,0,8,10
"1259",89,"Female",110,"No",0.36,"Yes",28,"European/Caucasian American",20,20,15,15,5,25,0,5,7,8,5,9,6,6,6,2,27,"Marketing","European/Caucasian American",3,2,"Israel","62,150","",7,3,2,8,8,9,2,5,6,25,15,20,20,20,0,NA,NA,NA,NA,NA,NA,50,10,10,20,5,5,8,9,8,9,10,NA,NA,NA,NA,NA,0,7,10
"1260",89,"Female",111,"No",0.08,"No",27,"Asian/Pacific Islander/Asian-American",20,20,20,20,10,10,0,7,7,6,6,8,7,7,3,2,27,"Marketing","European/Caucasian American",3,2,"Israel","62,150","",7,3,2,8,8,9,2,5,6,25,15,20,20,20,0,NA,NA,NA,NA,NA,NA,50,10,10,20,5,5,8,9,8,9,10,NA,NA,NA,NA,NA,0,7,10
"1261",90,"Female",94,"No",0.37,"Yes",28,"Asian/Pacific Islander/Asian-American",20,20,20,10,10,20,0,5,6,9,3,3,3,3,3,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,0,0,5
"1262",90,"Female",95,"No",0.32,"No",26,"European/Caucasian American",18,18,18,19,13,14,0,3,8,5,4,5,4,3,2,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,1,8,8
"1263",90,"Female",96,"No",0.13,"No",26,"Latino/Hispanic American",10,20,20,22,6,22,0,6,8,7,6,6,NA,6,7,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,0,5,5
"1264",90,"Female",97,"No",0.38,"No",29,"European/Caucasian American",50,7,20,23,0,0,0,3,7,8,4,9,5,4,5,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,1,7,6
"1265",90,"Female",98,"No",0.26,"No",39,"European/Caucasian American",40,20,15,20,0,5,1,10,10,10,NA,10,NA,10,3,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,0,6,6
"1266",90,"Female",99,"No",0.02,"No",28,"European/Caucasian American",30,30,20,10,10,0,0,6,8,8,6,5,0,5,6,NA,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,1,7,8
"1267",90,"Female",100,"No",0.31,"No",30,"Other",20,25,25,15,5,10,0,8,7,7,2,4,2,4,1,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,1,5,8
"1268",90,"Female",101,"No",0.08,"Yes",22,"Asian/Pacific Islander/Asian-American",40,8,10,12,10,20,1,6,9,9,6,8,6,6,5,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,0,4,8
"1269",90,"Female",102,"No",0.22,"No",32,"European/Caucasian American",30,10,30,20,10,0,0,3,7,7,2,2,2,4,5,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,0,5,7
"1270",90,"Female",103,"No",-0.05,"No",26,"European/Caucasian American",40,5,20,10,10,15,0,6,7,8,5,5,5,5,3,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,0,4,8
"1271",90,"Female",104,"No",0.05,"No",27,"European/Caucasian American",20,15,25,15,20,5,0,10,10,10,10,10,10,10,1,1,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,1,10,10
"1272",90,"Female",105,"No",0.28,"No",25,"Black/African American",30,15,20,20,0,5,0,6,7,7,5,6,5,6,3,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,0,5,7
"1273",90,"Female",106,"No",0.1,"No",22,"Latino/Hispanic American",10,20,35,10,5,20,0,6,10,8,3,NA,4,7,7,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,1,6,7
"1274",90,"Female",107,"No",0.23,"No",21,"European/Caucasian American",19,24,21,23,5,8,0,7,8,8,6,6,2,4,4,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,1,6,7
"1275",90,"Female",108,"No",0.52,"No",24,"European/Caucasian American",10,20,35,20,0,15,0,6,8,7,6,5,3,5,4,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,1,7,7
"1276",90,"Female",109,"Yes",0.4,"Yes",25,"Asian/Pacific Islander/Asian-American",15,10,30,10,5,30,1,7,10,8,6,8,3,5,5,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,1,6,7
"1277",90,"Female",110,"No",0.5,"No",28,"European/Caucasian American",20,20,15,15,5,25,0,5,6,8,4,NA,NA,5,6,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,0,6,6
"1278",90,"Female",111,"No",0.74,"Yes",27,"Asian/Pacific Islander/Asian-American",20,20,20,20,10,10,0,3,8,5,4,5,7,6,5,2,23,"Chemistry","Asian/Pacific Islander/Asian-American",4,1,"P. R. China","300,151","",7,7,8,9,3,1,1,5,0,15,21,18,18,10,18,NA,NA,NA,NA,NA,NA,10,25,15,15,10,25,5,8,5,7,5,NA,NA,NA,NA,NA,0,6,9
"1279",91,"Female",94,"No",0.57,"No",28,"Asian/Pacific Islander/Asian-American",20,20,20,10,10,20,1,9,8,8,8,8,5,7,5,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,0,5,7
"1280",91,"Female",95,"No",-0.12,"No",26,"European/Caucasian American",18,18,18,19,13,14,1,7,7,8,7,8,7,7,6,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,0,5,6
"1281",91,"Female",96,"No",0.28,"No",26,"Latino/Hispanic American",10,20,20,22,6,22,1,8,8,8,8,8,7,8,7,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,0,4,6
"1282",91,"Female",97,"Yes",-0.2,"No",29,"European/Caucasian American",50,7,20,23,0,0,1,8,8,8,8,9,6,8,5,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,1,6,7
"1283",91,"Female",98,"No",0.11,"No",39,"European/Caucasian American",40,20,15,20,0,5,1,10,10,10,NA,NA,NA,10,3,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,0,6,9
"1284",91,"Female",99,"Yes",0.6,"No",28,"European/Caucasian American",30,30,20,10,10,0,1,9,8,8,7,8,8,9,9,1,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,1,8,7
"1285",91,"Female",100,"No",0.43,"Yes",30,"Other",20,25,25,15,5,10,1,9,7,9,9,9,8,9,5,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,0,6,7
"1286",91,"Female",101,"No",-0.19,"No",22,"Asian/Pacific Islander/Asian-American",40,8,10,12,10,20,1,8,7,7,8,NA,NA,8,6,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,0,4,7
"1287",91,"Female",102,"No",-0.21,"No",32,"European/Caucasian American",30,10,30,20,10,0,1,7,7,8,8,10,7,8,7,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,0,4,6
"1288",91,"Female",103,"Yes",0.12,"No",26,"European/Caucasian American",40,5,20,10,10,15,1,8,8,8,8,8,8,8,6,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,1,7,7
"1289",91,"Female",104,"No",0.33,"No",27,"European/Caucasian American",20,15,25,15,20,5,0,8,7,7,6,8,6,7,5,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,1,7,7
"1290",91,"Female",105,"Yes",-0.24,"No",25,"Black/African American",30,15,20,20,0,5,1,8,8,10,9,7,7,8,10,1,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,1,7,10
"1291",91,"Female",106,"Yes",0.31,"No",22,"Latino/Hispanic American",10,20,35,10,5,20,1,10,10,10,10,10,10,10,6,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,1,5,7
"1292",91,"Female",107,"Yes",0.42,"No",21,"European/Caucasian American",19,24,21,23,5,8,1,8,9,8,8,8,7,9,9,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,1,8,7
"1293",91,"Female",108,"No",0.39,"No",24,"European/Caucasian American",10,20,35,20,0,15,1,8,7,7,9,8,4,7,5,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,0,9,7
"1294",91,"Female",109,"Yes",0.62,"No",25,"Asian/Pacific Islander/Asian-American",15,10,30,10,5,30,1,10,10,8,7,8,5,7,5,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,1,6,7
"1295",91,"Female",110,"Yes",0.61,"No",28,"European/Caucasian American",20,20,15,15,5,25,1,8,8,8,7,8,NA,6,4,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,1,6,7
"1296",91,"Female",111,"No",0.26,"No",27,"Asian/Pacific Islander/Asian-American",20,20,20,20,10,10,0,8,7,8,5,6,6,7,5,2,25,"Law","Other",6,8,"California","48,895","40,409.00",3,2,4,5,3,5,2,5,3,15,3,50,20,2,10,NA,NA,NA,NA,NA,NA,65,0,8,20,2,5,6,7,7,9,8,NA,NA,NA,NA,NA,0,5,8
"1297",92,"Female",94,"No",0.64,"No",28,"Asian/Pacific Islander/Asian-American",20,20,20,10,10,20,0,9,8,8,6,7,7,6,5,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,4,3
"1298",92,"Female",95,"No",-0.23,"Yes",26,"European/Caucasian American",18,18,18,19,13,14,1,6,6,7,7,4,5,6,4,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,4,8
"1299",92,"Female",96,"No",0.56,"No",26,"Latino/Hispanic American",10,20,20,22,6,22,0,7,7,7,6,NA,5,6,6,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,3,9
"1300",92,"Female",97,"Yes",0.17,"Yes",29,"European/Caucasian American",50,7,20,23,0,0,1,8,7,8,6,8,9,6,5,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,1,10,10
"1301",92,"Female",98,"Yes",0.41,"Yes",39,"European/Caucasian American",40,20,15,20,0,5,1,10,10,10,NA,NA,NA,10,3,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,1,8,7
"1302",92,"Female",99,"Yes",0.59,"Yes",28,"European/Caucasian American",30,30,20,10,10,0,1,6,7,8,5,7,7,8,9,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,1,10,10
"1303",92,"Female",100,"No",0.54,"No",30,"Other",20,25,25,15,5,10,0,9,8,8,7,6,6,6,3,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,6,8
"1304",92,"Female",101,"No",0.16,"No",22,"Asian/Pacific Islander/Asian-American",40,8,10,12,10,20,1,9,8,8,7,NA,NA,8,5,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,6,9
"1305",92,"Female",102,"No",0.12,"Yes",32,"European/Caucasian American",30,10,30,20,10,0,1,7,8,8,6,8,7,7,7,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,4,8
"1306",92,"Female",103,"No",0.2,"Yes",26,"European/Caucasian American",40,5,20,10,10,15,0,6,6,6,6,6,6,6,3,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,8,7
"1307",92,"Female",104,"No",0.8,"Yes",27,"European/Caucasian American",20,15,25,15,20,5,1,9,8,6,6,6,6,7,5,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,8,8
"1308",92,"Female",105,"Yes",0.03,"No",25,"Black/African American",30,15,20,20,0,5,1,8,7,8,7,6,6,7,3,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,1,7,8
"1309",92,"Female",106,"No",0.06,"No",22,"Latino/Hispanic American",10,20,35,10,5,20,0,6,10,4,4,6,NA,2,1,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,7,8
"1310",92,"Female",107,"Yes",0.8,"Yes",21,"European/Caucasian American",19,24,21,23,5,8,1,9,9,9,9,9,8,8,6,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,1,8,9
"1311",92,"Female",108,"No",0.72,"Yes",24,"European/Caucasian American",10,20,35,20,0,15,0,8,7,6,6,8,2,6,4,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,1,8,9
"1312",92,"Female",109,"Yes",0.6,"No",25,"Asian/Pacific Islander/Asian-American",15,10,30,10,5,30,1,9,10,8,6,8,3,8,5,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,1,7,9
"1313",92,"Female",110,"Yes",0.75,"Yes",28,"European/Caucasian American",20,20,15,15,5,25,1,9,NA,8,8,7,5,7,6,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,1,6,9
"1314",92,"Female",111,"No",0.5,"No",27,"Asian/Pacific Islander/Asian-American",20,20,20,20,10,10,0,7,6,6,3,4,4,4,4,2,29,"International Educational Development","European/Caucasian American",1,2,"San Francisco","94,108","21,597.00",6,1,7,9,2,9,9,5,6,10,20,20,20,20,10,NA,NA,NA,NA,NA,NA,30,10,10,30,10,10,9,10,9,9,9,NA,NA,NA,NA,NA,0,6,7
"1315",93,"Female",94,"No",0.27,"No",28,"Asian/Pacific Islander/Asian-American",20,20,20,10,10,20,1,7,9,9,8,6,7,7,5,2,29,"Education Administration","European/Caucasian American",2,2,"England","0","",5,1,3,6,7,8,6,6,2,14,20,18,24,18,6,NA,NA,NA,NA,NA,NA,30,15,15,20,10,10,8,8,8,8,7,NA,NA,NA,NA,NA,0,6,6
"1316",93,"Female",95,"Yes",-0.57,"Yes",26,"European/Caucasian American",18,18,18,19,13,14,1,5,7,7,8,5,6,6,5,2,29,"Education Administration","European/Caucasian American",2,2,"England","0","",5,1,3,6,7,8,6,6,2,14,20,18,24,18,6,NA,NA,NA,NA,NA,NA,30,15,15,20,10,10,8,8,8,8,7,NA,NA,NA,NA,NA,1,7,8
"1317",93,"Female",96,"No",0.55,"No",26,"Latino/Hispanic American",10,20,20,22,6,22,1,7,8,8,8,NA,NA,7,7,2,29,"Education Administration","European/Caucasian American",2,2,"England","0","",5,1,3,6,7,8,6,6,2,14,20,18,24,18,6,NA,NA,NA,NA,NA,NA,30,15,15,20,10,10,8,8,8,8,7,NA,NA,NA,NA,NA,0,7,7
"1318",93,"Female",97,"Yes",-0.37,"Yes",29,"European/Caucasian American",50,7,20,23,0,0,1,8,8,8,8,7,8,7,7,2,29,"Education Administration","European/Caucasian American",2,2,"England","0","",5,1,3,6,7,8,6,6,2,14,20,18,24,18,6,NA,NA,NA,NA,NA,NA,30,15,15,20,10,10,8,8,8,8,7,NA,NA,NA,NA,NA,1,8,7
"1319",93,"Female",98,"No",-0.16,"Yes",39,"European/Caucasian American",40,20,15,20,0,5,1,10,10,10,NA,NA,NA,10,3,2,29,"Education Administration","European/Caucasian American",2,2,"England","0","",5,1,3,6,7,8,6,6,2,14,20,18,24,18,6,NA,NA,NA,NA,NA,NA,30,15,15,20,10,10,8,8,8,8,7,NA,NA,NA,NA,NA,0,6,6
"1320",93,"Female",99,"No",0.37,"Yes",28,"European/Caucasian American",30,30,20,10,10,0,0,5,5,7,5,9,7,8,9,NA,29,"Education Administration","European/Caucasian American",2,2,"England","0","",5,1,3,6,7,8,6,6,2,14,20,18,24,18,6,NA,NA,NA,NA,NA,NA,30,15,15,20,10,10,8,8,8,8,7,NA,NA,NA,NA,NA,1,7,6
"1321",93,"Female",100,"Yes",0.17,"No",30,"Other",20,25,25,15,5,10,1,8,9,10,10,8,7,8,6,2,29,"Education Administration","European/Caucasian American",2,2,"England","0","",5,1,3,6,7,8,6,6,2,14,20,18,24,18,6,NA,NA,NA,NA,NA,NA,30,15,15,20,10,10,8,8,8,8,7,NA,NA,NA,NA,NA,1,7,7
